GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
 "13460","Bend, OR (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",6339.8,5930.6,5939.5,6289.7,6691.6,7015.5,7399.7,8295.4,8840.5,9394.4
 "13740","Billings, MT (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",7020.8,6825.2,7086.0,7422.7,7946.1,7766.5,8172.9,8398.0,8390.9,8683.1
 "13780","Binghamton, NY (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",9644.9,9840.1,9924.1,9908.1,9953.0,9863.1,9832.6,9994.5,9972.9,10294.9
 "13820","Birmingham-Hoover, AL (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",49257.9,47272.9,48440.8,49337.4,50991.7,50228.0,51781.0,54274.9,54811.3,56475.8
 "13900","Bismarck, ND (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",4853.6,5075.1,5468.3,5914.9,6475.6,6640.2,7114.2,7329.6,7262.4,7129.4
 "13980","Blacksburg-Christiansburg, VA (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",5654.9,5610.6,5525.2,5633.3,5859.3,5832.3,6107.2,6364.2,6466.0,6581.9
 "14010","Bloomington, IL (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",7507.0,7512.3,7693.9,7913.0,7885.3,8058.6,7909.8,8312.2,8407.0,8409.8
 "14020","Bloomington, IN (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",5445.1,5379.5,5481.7,5580.0,5758.6,5661.4,5894.5,6292.7,6589.5,6898.5
 "14100","Bloomsburg-Berwick, PA (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",3300.4,3275.4,3350.0,3475.4,3498.7,3512.2,3487.1,3563.2,3662.8,3726.3
 "14260","Boise City, ID (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",23316.4,22396.9,22721.2,23422.7,24514.7,25360.8,26962.3,28920.4,29969.8,31562.9
 "14460","Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",242233.6,240387.8,249544.9,256170.3,263728.7,264134.8,274635.2,291626.2,298276.1,307876.3
 "14500","Boulder, CO (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",15517.9,13797.3,14459.2,14784.5,15497.0,15854.6,16963.7,18306.3,18644.3,19631.8
 "14540","Bowling Green, KY (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",5798.0,5661.1,5867.1,6034.5,6099.5,6064.0,6302.3,6663.2,6799.7,6999.7
 "14740","Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",10785.1,10625.8,10723.2,10722.6,10895.3,10638.6,11103.9,11556.8,12023.6,12479.7
 "14860","Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",78252.1,77980.3,82417.9,81697.3,80792.4,75733.2,79567.0,81080.3,81933.7,84890.3
 "15180","Brownsville-Harlingen, TX (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",10833.2,11314.1,11859.3,12066.4,12092.2,12118.4,12451.1,12968.6,13147.4,13196.8
 "15260","Brunswick, GA (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",4507.9,4367.5,4420.7,4503.8,4447.1,4406.3,4575.3,4843.3,4974.9,5066.0
 "15380","Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",47547.2,48360.8,49431.9,50142.5,50870.1,50388.3,50858.0,52722.7,53354.9,55255.9
 "15500","Burlington, NC (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",5603.3,5480.1,5591.0,5715.0,5885.0,5792.2,5993.4,6258.6,6462.1,6648.0
 "15540","Burlington-South Burlington, VT (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",9524.7,9397.9,9587.1,10049.9,10198.5,10200.1,10346.4,10729.0,10867.2,10980.6
 "15680","California-Lexington Park, MD (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",4808.5,5027.3,5280.4,5481.4,5432.3,5381.1,5482.6,5733.5,5748.2,5884.8
 "15940","Canton-Massillon, OH (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",16513.9,15984.7,16071.9,16772.7,17184.3,17194.8,17693.9,18406.4,18234.5,18657.0
 "15980","Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",26683.8,26043.4,26196.2,27848.8,28352.1,28398.5,31022.2,33208.4,34581.7,35491.3
 "16020","Cape Girardeau, MO-IL (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",4124.9,4149.4,4162.4,4181.4,4254.3,4205.0,4235.1,4506.6,4586.8,4675.8
 "16060","Carbondale-Marion, IL (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",5597.8,5765.1,5974.4,5897.3,5848.7,5817.2,5825.0,6033.4,6033.8,6186.4
 "16180","Carson City, NV (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",1737.7,2407.3,2561.4,2453.6,2218.5,2233.7,2321.6,2500.9,2493.8,2595.3
 "16220","Casper, WY (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",4389.2,3798.2,4061.2,4273.6,4844.0,5089.9,5734.3,6035.5,5143.4,4924.9
 "16300","Cedar Rapids, IA (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",12043.0,11944.9,12167.4,12452.0,12886.9,12919.5,13372.0,14053.5,14282.8,14338.9
 "16540","Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",5980.2,5879.1,5999.3,6211.7,6228.8,6224.0,6404.4,6602.4,6684.4,6847.0
 "16580","Champaign-Urbana, IL (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",8643.3,9116.8,9406.3,9510.8,9599.5,9848.0,10132.2,10394.0,10213.8,10091.1
 "16620","Charleston, WV (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",11834.2,11787.2,11820.1,11954.6,11961.2,11741.7,11941.4,12125.3,11862.1,12037.7
 "16700","Charleston-North Charleston, SC (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",25878.0,25148.7,26690.9,28242.3,30402.5,29744.1,31825.1,34141.9,35472.7,37341.9
 "16740","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",113130.8,104355.4,97935.0,101073.4,112135.4,105708.3,110924.8,118876.7,123242.1,129193.4
 "16820","Charlottesville, VA (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",9824.6,9506.7,9909.2,10200.3,10974.0,10688.7,11283.5,11987.0,12489.4,13256.9
 "16860","Chattanooga, TN-GA (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",21282.0,20982.5,21961.4,22681.3,23490.8,23136.6,23613.2,24896.7,25543.8,26126.6
 "16940","Cheyenne, WY (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",4477.7,4241.3,4340.1,4675.1,4762.4,4679.6,4770.2,4841.2,4713.5,4804.5
 "16980","Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",436623.6,407225.1,411523.0,420783.7,439214.0,449464.3,473641.0,496743.8,499019.1,507669.1
 "17020","Chico, CA (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",7533.5,7509.2,7661.4,7716.0,7769.0,8009.3,8330.1,9043.6,9320.4,9408.2
 "17140","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",96137.9,95182.8,98938.0,104681.7,107284.4,107762.8,109835.5,114363.2,117022.9,120293.5
 "17300","Clarksville, TN-KY (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",10887.0,11163.8,11619.5,12239.0,12138.5,11769.5,11776.5,12170.3,12110.2,12421.5
 "17420","Cleveland, TN (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",4576.5,4373.4,4466.4,4624.6,4843.6,4770.8,4850.7,5056.2,5133.6,5171.9
 "17460","Cleveland-Elyria, OH (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",100753.0,96764.1,96625.1,99804.8,102836.8,101795.6,104892.5,107808.2,109198.7,111455.2
 "17660","Coeur d'Alene, ID (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",4873.6,4835.1,4965.4,5196.9,5458.4,5574.2,5860.4,6268.6,6503.0,6828.7
 "17780","College Station-Bryan, TX (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",7308.1,7479.3,7881.2,7969.1,8269.0,8506.6,9041.5,9453.6,9502.1,9897.6
 "17820","Colorado Springs, CO (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",25402.2,25660.8,26482.7,27389.1,27954.6,27797.5,29160.5,30622.8,31140.4,32335.0
 "17860","Columbia, MO (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",7643.4,7937.7,7874.7,8093.0,8370.7,8558.5,8715.8,9207.3,9470.0,9743.0
 "17900","Columbia, SC (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",30332.4,29884.6,30218.9,30821.8,31535.3,31933.3,33421.0,35554.1,36104.5,37390.9
 "17980","Columbus, GA-AL (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",11644.6,11451.6,11933.4,12497.1,12648.7,12427.2,12600.0,13112.9,13119.1,13283.0
 "18020","Columbus, IN (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",3567.2,3407.3,3524.3,3676.7,3870.9,3805.2,3977.5,4152.7,4143.7,4260.7
 "18140","Columbus, OH (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",81498.1,80702.5,82623.1,86880.4,91175.0,91997.5,95497.4,101390.1,103171.9,105750.4
 "18580","Corpus Christi, TX (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",16471.0,15760.0,16647.9,17690.7,18117.5,18447.1,19115.2,18930.3,17901.8,18385.6
 "18700","Corvallis, OR (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",3313.1,3223.8,3326.3,3457.1,3458.9,3368.0,3449.2,3632.4,3767.0,3851.3
 "18880","Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",10271.9,9973.4,10476.3,10636.4,11246.2,11238.6,11825.1,12537.5,12943.4,13644.3
 "19060","Cumberland, MD-WV (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",3685.6,3811.7,3888.3,3948.8,3917.6,3941.9,3976.5,4081.7,4088.7,4142.2
 "19100","Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",279825.2,261441.3,272723.6,297683.0,310990.4,315763.8,336095.5,350104.3,357207.0,371583.5
 "19140","Dalton, GA (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",4656.0,4443.1,4455.6,4589.1,4672.6,4841.0,5149.8,5487.0,5642.3,5743.8
 "19180","Danville, IL (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",3475.8,3528.4,3519.3,3598.9,3466.2,3532.7,3436.0,3441.8,3439.3,3506.0
 "19300","Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",6987.3,7019.1,7412.3,7737.4,7849.9,7995.1,8371.8,9014.7,9439.2,9789.8
 "19340","Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",17517.2,17145.0,17415.2,18105.1,18129.9,18124.5,18173.4,18824.9,18936.5,19246.1
 "19430","Dayton-Kettering, OH (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",33355.9,32850.7,33162.5,34338.7,34882.9,34984.7,36002.2,37547.9,38083.3,39264.5
 "19460","Decatur, AL (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",5822.6,5770.5,5796.0,5846.2,5906.6,5896.4,6027.9,6111.3,6247.8,6425.8
 "19500","Decatur, IL (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",5094.5,5102.7,5131.8,5237.6,5134.1,5203.8,5379.9,5384.4,5429.0,5334.2
 "19660","Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",21616.7,20439.9,21485.9,21786.9,22210.3,22096.6,23055.4,24383.1,25526.2,26604.3
 "19740","Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",120891.1,111926.8,112703.4,121351.1,127943.7,132680.6,143555.1,148396.1,148130.6,156741.9
 "19780","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",28171.7,27555.3,28324.1,28889.8,30388.1,30391.2,32189.6,34061.5,35148.9,35899.1
 "19820","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",181810.9,171046.0,173650.9,181953.4,188343.6,187771.2,196024.1,208950.5,214348.3,217560.0
 "20020","Dothan, AL (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",5928.1,5907.7,6121.7,6168.4,6145.6,6055.3,6127.8,6352.0,6457.7,6570.9
 "20100","Dover, DE (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",5823.2,6142.6,6214.4,6365.7,6370.4,6478.4,6622.6,6789.6,6971.8,7266.1
 "20220","Dubuque, IA (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",3921.1,3850.1,3959.8,4110.8,4243.4,4222.9,4371.6,4620.7,4646.9,4720.9
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",11569.4,11433.9,12088.4,12435.4,12545.9,12419.3,12736.0,13296.8,13238.2,13480.0
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",24993.8,24714.2,25660.7,26167.1,27070.1,26763.0,28199.0,29685.4,30809.1,31937.2
 "20700","East Stroudsburg, PA (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",5982.3,5854.0,5759.9,5906.0,5748.1,5875.4,5994.4,6209.3,6511.1,6654.1
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",6497.9,6636.6,6814.6,7012.9,7186.8,7154.8,7446.4,7678.2,7675.0,7973.9
 "20940","El Centro, CA (Metropolitan Statistical Area)", ,MARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",5497.6,5664.3,5896.5,6267.8,6241.4,6317.3,6291.0,6876.0,6881.0,7051.9
